title,directedBy,starring,avgRating,imdbId,item_id,votos,labels,metadata
Ugetsu (Ugetsu monogatari) (1953),['kenjimizoguchi'],"['masayukimori', 'machikokyô', 'kinuyotanaka']",3.92114,tt0046478,8199,526.0,"['obsession', 'blackandwhite', 'stunning', 'morality', 'forceful', 'japan', 'beautifullyfilmed', 'greed', 'art', 'chase']",kenjimizoguchi masayukimori machikokyô kinuyotanakaobsession blackandwhite stunning morality forceful japan beautifullyfilmed greed art chase
At Play in the Fields of the Lord (1991),['hectorbabenco'],"['tomberenger', 'johnlithgow', 'darylhannah']",3.40826,tt0101373,8201,107.0,"['latinamerica', 'indians', 'original', 'weird', 'nativeamericans', 'nudity', 'islam', 'christianity', 'jungle', 'israel']",hectorbabenco tomberenger johnlithgow darylhannahlatinamerica indians original weird nativeamericans nudity islam christianity jungle israel
"Golden Coach, The (Le carrosse d'or) (1953)",['jeanrenoir'],"['annamagnani', 'odoardospadaro', 'nadafiorelli']",3.54032,tt0044487,8202,56.0,[],jeanrenoir annamagnani odoardospadaro nadafiorelli
"War Is Over, The (Guerre est finie, La) (1966)","['alainresnais', 'jorgesemprún']","['yvesmontand', 'ingridthulin', 'genevièvebujold']",3.57692,tt0060481,8203,24.0,[],alainresnais jorgesemprún yvesmontand ingridthulin genevièvebujold
Mystery of the Wax Museum (1933),['michaelcurtiz'],"['lionelatwill', 'faywray', 'glendafarrell']",3.17614,tt0024368,8206,83.0,"['original', 'art', 'insanity', 'visual', 'teens', 'talky', '1930s', 'ominous', 'horror', 'criterion']",michaelcurtiz lionelatwill faywray glendafarrelloriginal art insanity visual teens talky 1930s ominous horror criterion
"Day of the Jackal, The (1973)",['fredzinnemann'],"['edwardfox', 'terencealexander', 'michelauclair']",3.91705,tt0069947,8207,2065.0,"['realisticaction', 'assassination', 'paris', 'pg-13', 'detective', 'hitmen', 'original', 'secrets', 'chase', 'hitman']",fredzinnemann edwardfox terencealexander michelauclairrealisticaction assassination paris pg-13 detective hitmen original secrets chase hitman
"Razor's Edge, The (1946)",['edmundgoulding'],"['tyronepower', 'genetierney', 'johnpayne']",3.51695,tt0038873,8208,115.0,"['greatcinematography', 'cultclassic', 'books', 'obsession', 'darkhumor', 'original', 'adaptation', 'secrets', 'tragedy', 'literaryadaptation']",edmundgoulding tyronepower genetierney johnpaynegreatcinematography cultclassic books obsession darkhumor original adaptation secrets tragedy literaryadaptation
"Walking Dead, The (1936)",['michaelcurtiz'],"['boriskarloff', 'ricardocortez']",2.73077,tt0028478,8220,26.0,[],michaelcurtiz boriskarloff ricardocortez
War of the Buttons (1994),['johnroberts'],"['greggfitzgerald', 'gerardkearney']",3.62209,tt0111666,8221,169.0,"['original', 'islam', 'ireland', 'veryinteresting', 'children', 'irishaccent', 'catastrophe', 'childhood', 'creativity', 'civilwar']",johnroberts greggfitzgerald gerardkearneyoriginal islam ireland veryinteresting children irishaccent catastrophe childhood creativity civilwar
"Other, The (1972)",['robertmulligan'],"['utahagen', 'dianamuldaur', 'chrisudvarnoky']",3.24453,tt0069050,8222,124.0,"['psychological', 'cerebral', 'cultclassic', 'scary', 'atmospheric', 'original', 'blood', 'weird', 'frightening', 'teens']",robertmulligan utahagen dianamuldaur chrisudvarnokypsychological cerebral cultclassic scary atmospheric original blood weird frightening teens
"Dexter the Dragon & Bumble the Bear (a.k.a. Dragon That Wasn't (Or Was He?), The) (Als je begrijpt wat ik bedoel) (1983)","['harriegeelen', 'bjørnfrankjensen', 'bertkroon']","['fredbenavente', 'trudylibosan', 'luclutz']",3.225,tt0188404,8224,19.0,[],harriegeelen bjørnfrankjensen bertkroon fredbenavente trudylibosan luclutz
Night of the Living Dead (1990),['tomsavini'],"['tonytodd', 'patriciatallman', 'tomtowles']",3.36269,tt0100258,8225,756.0,"['surpriseending', 'survival', 'cultclassic', 'zombie', 'original', 'courage', 'blood', 'splatter', 'chase', 'apocalypse']",tomsavini tonytodd patriciatallman tomtowlessurpriseending survival cultclassic zombie original courage blood splatter chase apocalypse
Drums Along the Mohawk (1939),['johnford'],"['claudettecolbert', 'henryfonda', 'ednamayoliver']",3.30392,tt0031252,8227,98.0,"['war', 'cultclassic', 'indians', 'original', 'chase', 'islam', 'adaptedfrom:book', 'downbeat', 'harsh', 'cinematography']",johnford claudettecolbert henryfonda ednamayoliverwar cultclassic indians original chase islam adaptedfrom:book downbeat harsh cinematography
"Maltese Falcon, The (a.k.a. Dangerous Female) (1931)",['roydelruth'],"['bebedaniels', 'ricardocortez', 'dudleydigges']",4.01368,tt0022111,8228,3234.0,"['mystery', 'cultclassic', 'detective', 'sanfrancisco', 'original', 'blackandwhite', 'forceful', 'oscar(bestactor)', 'greatending', 'adaptedfrom:book']",roydelruth bebedaniels ricardocortez dudleydiggesmystery cultclassic detective sanfrancisco original blackandwhite forceful oscar(bestactor) greatending adaptedfrom:book
I Love You Again (1940),['w.s.vandyke'],"['williampowell', 'myrnaloy', 'frankmchugh']",3.68391,tt0032617,8232,81.0,[],w.s.vandyke williampowell myrnaloy frankmchugh
Safety Last! (1923),"['fredc.newmeyer', 'samtaylor']","['haroldlloyd', 'mildreddavis', 'billstrothers']",3.92267,tt0014429,8235,481.0,"['1920s', 'original', 'blackandwhite', 'beautifullyfilmed', 'art', 'earnest', 'downbeat', 'poverty', 'workplace', 'imdbtop250']",fredc.newmeyer samtaylor haroldlloyd mildreddavis billstrothers1920s original blackandwhite beautifullyfilmed art earnest downbeat poverty workplace imdbtop250
While the City Sleeps (1956),['fritzlang'],"['danaandrews', 'rhondafleming', 'georgesanders']",3.39655,tt0049949,8236,56.0,[],fritzlang danaandrews rhondafleming georgesanders
"Way Ahead, The (a.k.a. The Immortal Battalion) (1944)",['carolreed'],"['davidniven', 'stanleyholloway', 'jamesdonald']",3.27273,tt0037449,8237,11.0,[],carolreed davidniven stanleyholloway jamesdonald
Little Murders (1971),['alanarkin'],"['elliottgould', 'marciarodd', 'vincentgardenia']",3.3662,tt0067350,8238,69.0,[],alanarkin elliottgould marciarodd vincentgardenia
Viridiana (1961),['luisbuñuel'],"['silviapinal', 'franciscorabal', 'fernandorey']",3.94991,tt0055601,8239,491.0,"['controversial', 'cultclassic', 'darkhumor', 'censorship', 'guilt', 'original', 'blackandwhite', 'tragedy', 'forceful', 'spain']",luisbuñuel silviapinal franciscorabal fernandoreycontroversial cultclassic darkhumor censorship guilt original blackandwhite tragedy forceful spain
Totally F***ed Up (1993),['greggaraki'],"['jamesduval', 'rokobelic', 'susanbehshid']",3.42424,tt0108366,8240,55.0,[],greggaraki jamesduval rokobelic susanbehshid
Masterminds (1997),['rogerchristian'],"['patrickstewart', 'vincentkartheiser', 'brendafricker']",2.50704,tt0119630,8241,69.0,"['pg-13', 'sanfrancisco', 'bankrobbery', 'kidnapping', 'chase', 'teens', 'basedonavideogame', 'hostage', 'surveillance', 'israel']",rogerchristian patrickstewart vincentkartheiser brendafrickerpg-13 sanfrancisco bankrobbery kidnapping chase teens basedonavideogame hostage surveillance israel
You're a Big Boy Now (1966),['francisfordcoppola'],"['elizabethhartman', 'geraldinepage', 'peterkastner']",2.98438,tt0061209,8252,31.0,[],francisfordcoppola elizabethhartman geraldinepage peterkastner
Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro) (1979),['hayaomiyazaki'],"['bobbergen', 'yasuoyamada', 'eikomasuyama']",3.88352,tt0079833,8253,1263.0,"['anime', 'visuallystunning', 'original', 'japan', 'kidnapping', 'caper', 'weird', 'chase', 'hitman', 'visual']",hayaomiyazaki bobbergen yasuoyamada eikomasuyamaanime visuallystunning original japan kidnapping caper weird chase hitman visual
Arizona Dream (1993),['emirkusturica'],"['johnnydepp', 'jerrylewis', 'fayedunaway']",3.7734,tt0106307,8254,742.0,"['hallucinatory', 'quirky', 'visuallystunning', 'original', 'artistic', 'art', 'weird', 'philosophy', 'veryinteresting', 'dreams']",emirkusturica johnnydepp jerrylewis fayedunawayhallucinatory quirky visuallystunning original artistic art weird philosophy veryinteresting dreams
Chaos (Kaosu) (1999),['hideonakata'],"['masatohagiwara', 'mikinakatani', 'kenmitsuishi']",3.25641,tt0295362,8255,37.0,[],hideonakata masatohagiwara mikinakatani kenmitsuishi
Queen Christina (1933),['roubenmamoulian'],"['gretagarbo', 'johngilbert', 'iankeith']",3.59712,tt0024481,8256,127.0,"['1920s', 'original', 'biography', 'adaptedfrom:book', 'biographical', 'spanish', 'crossdressing', 'biopic']",roubenmamoulian gretagarbo johngilbert iankeith1920s original biography adaptedfrom:book biographical spanish crossdressing biopic
Battleground (1949),['williama.wellman'],"['vanjohnson', 'johnhodiak', 'ricardomontalban']",3.51064,tt0041163,8257,90.0,"['war', 'bestwarfilms', 'survival', 'worldpolitics', 'original', 'courage', 'beautifullyfilmed', 'wartime', 'islam', 'jews']",williama.wellman vanjohnson johnhodiak ricardomontalbanwar bestwarfilms survival worldpolitics original courage beautifullyfilmed wartime islam jews
Citizen Toxie: The Toxic Avenger IV (2000),['lloydkaufman'],"['davidmattey', 'clydelewis', 'heidisjursen']",3.10569,tt0212879,8258,109.0,"['cultclassic', 'original', 'splatter', 'jews', 'teens', 'satire', 'spoof', 'camp', 'superheroes']",lloydkaufman davidmattey clydelewis heidisjursencultclassic original splatter jews teens satire spoof camp superheroes
Hooper (1978),['halneedham'],"['burtreynolds', 'jan-michaelvincent', 'sallyfield']",3.13158,tt0077696,8259,111.0,"['cultclassic', 'pg-13', 'sanfrancisco', 'original', 'chase', 'parody', 'freespeech', 'sillyfun', 'good', 'devil']",halneedham burtreynolds jan-michaelvincent sallyfieldcultclassic pg-13 sanfrancisco original chase parody freespeech sillyfun good devil
"Crazy Stranger, The (Gadjo Dilo) (1997)",['tonygatlif'],"['romainduris', 'ronahartner', 'izidorserban']",3.73361,tt0122082,8260,116.0,"['visuallystunning', 'indians', 'original', 'artistic', 'hiphop', 'art', 'visual', 'criterion', 'life&death', 'foreign']",tonygatlif romainduris ronahartner izidorserbanvisuallystunning indians original artistic hiphop art visual criterion life&death foreign
3 Women (Three Women) (1977),['robertaltman'],"['shelleyduvall', 'sissyspacek', 'janicerule']",3.88806,tt0075612,8261,455.0,"['adolescence', 'hallucinatory', 'psychological', 'arthouse', 'obsession', 'original', 'stunning', 'tragedy', 'art', 'weird']",robertaltman shelleyduvall sissyspacek janiceruleadolescence hallucinatory psychological arthouse obsession original stunning tragedy art weird
"Green Pastures, The (1936)","['marcconnelly', 'williamkeighley']","['rexingram', 'oscarpolk']",3.5625,tt0027700,8262,16.0,[],marcconnelly williamkeighley rexingram oscarpolk
Take Me Out to the Ball Game (1949),['busbyberkeley'],"['franksinatra', 'estherwilliams', 'genekelly']",3.32877,tt0041944,8263,69.0,"['original', 'romantic', 'baseball', 'funmovie', 'happyending', 'musical', 'catastrophe', 'armsdealer', 'buddymovie', 'dancing']",busbyberkeley franksinatra estherwilliams genekellyoriginal romantic baseball funmovie happyending musical catastrophe armsdealer buddymovie dancing
Grey Gardens (1975),"['ellenhovde', 'albertmaysles', 'davidmaysles']","['edithbouvierbeale', ""edith'littleedie'bouvierbeale""]",3.82869,tt0073076,8264,412.0,"['adolescence', 'cultclassic', 'books', 'obsession', 'original', 'weird', 'veryinteresting', 'loneliness', 'documentary', 'intimate']",ellenhovde albertmaysles davidmaysles edithbouvierbeale edith'littleedie'bouvierbealeadolescence cultclassic books obsession original weird veryinteresting loneliness documentary intimate
Frogs (1972),['georgemccowan'],"['raymilland', 'samelliott', 'joanvanark']",2.20673,tt0068615,8265,92.0,"['hallucinatory', 'original', 'sillyfun', 'death', 'horror', 'island', '1970s', 'boring', 'animals', 'camp']",georgemccowan raymilland samelliott joanvanarkhallucinatory original sillyfun death horror island 1970s boring animals camp
Purple Rain (1984),['albertmagnoli'],"['prince', 'apolloniakotero', 'morrisday']",3.04599,tt0087957,8266,628.0,"['original', 'rockandroll', 'musical', 'catastrophe', 'music', 'creativity']",albertmagnoli prince apolloniakotero morrisdayoriginal rockandroll musical catastrophe music creativity
Signs of Life (Lebenszeichen) (1968),['wernerherzog'],"['peterbrogle', 'wolfgangreichmann']",3.35185,tt0063218,8267,26.0,[],wernerherzog peterbrogle wolfgangreichmann
Point of No Return (1993),['johnbadham'],"['bridgetfonda', 'gabrielbyrne', 'annebancroft']",3.12282,tt0107843,8268,524.0,"['pg-13', 'original', 'good', 'remake', 'assassin', 'murder', 'catastrophe', 'action', 'bigbudget']",johnbadham bridgetfonda gabrielbyrne annebancroftpg-13 original good remake assassin murder catastrophe action bigbudget
Short Time (1990),['greggchampion'],"['dabneycoleman', 'mattfrewer', 'terigarr']",2.51042,tt0100604,8269,45.0,[],greggchampion dabneycoleman mattfrewer terigarr
"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",['patriceleconte'],"['jeanrochefort', 'annagaliena']",3.70789,tt0100112,8270,269.0,"['visuallystunning', 'obsession', 'original', 'beautifullyfilmed', 'weird', 'dreams', 'marriage', 'visual', 'imdbtop250', 'cinematography']",patriceleconte jeanrochefort annagalienavisuallystunning obsession original beautifullyfilmed weird dreams marriage visual imdbtop250 cinematography
Cromwell (1970),['kenhughes'],"['richardharris', 'alecguinness', 'robertmorley']",3.40132,tt0065593,8272,71.0,"['original', 'forceful', 'beautifullyfilmed', 'biography', 'distopia', 'islam', 'visual', 'good', 'british', 'christian']",kenhughes richardharris alecguinness robertmorleyoriginal forceful beautifullyfilmed biography distopia islam visual good british christian
"Tale of Ham and Passion, A (Jamón, Jamón) (1992)",['bigasluna'],"['penélopecruz', 'javierbardem', 'jordimollà']",3.38785,tt0104545,8273,205.0,"['spain', 'weird', 'sexy', 'israel', 'sexuality', 'adultery', 'relationships', 'catastrophe', 'spanish', 'romance']",bigasluna penélopecruz javierbardem jordimollàspain weird sexy israel sexuality adultery relationships catastrophe spanish romance
College (1927),"['jamesw.horne', 'busterkeaton']","['busterkeaton', 'annecornwall', 'florabramley']",3.52632,tt0017765,8275,140.0,"['original', 'forceful', 'bankrobbery', 'weird', 'israel', 'criterion', 'catastrophe', 'childhood', 'sports', 'allegory']",jamesw.horne busterkeaton busterkeaton annecornwall florabramleyoriginal forceful bankrobbery weird israel criterion catastrophe childhood sports allegory
Mitchell (1975),['andrewv.mclaglen'],"['joedonbaker', 'martinbalsam', 'johnsaxon']",1.5407,tt0073396,8290,81.0,"['original', 'goodsoundtrack', 'weird', 'chase', 'surveillance', 'crime', 'sciencefiction', 'catastrophe', 'antarctica']",andrewv.mclaglen joedonbaker martinbalsam johnsaxonoriginal goodsoundtrack weird chase surveillance crime sciencefiction catastrophe antarctica
Agatha Christie's 'Ten Little Indians' (Ten Little Indians) (And Then There Were None) (1965),['georgepollock'],"[""hugho'brian"", 'shirleyeaton', 'fabian']",3.612,tt0061075,8291,243.0,"['books', 'indians', 'original', 'secrets', 'good', 'talky', 'murder', 'catastrophe', 'murdermystery', 'oscar(bestsupportingactress)']",georgepollock hugho'brian shirleyeaton fabianbooks indians original secrets good talky murder catastrophe murdermystery oscar(bestsupportingactress)
Hakuchi (1951),['akirakurosawa'],"['masayukimori', 'toshirômifune', 'setsukohara']",3.50495,tt0043614,8292,88.0,[],akirakurosawa masayukimori toshirômifune setsukohara
Used People (1992),['beebankidron'],"['shirleymaclaine', 'marcellomastroianni', 'kathybates']",3.1129,tt0105706,8293,31.0,[],beebankidron shirleymaclaine marcellomastroianni kathybates
"Swan, The (1956)",['charlesvidor'],"['gracekelly', 'alecguinness', 'louisjourdan']",3.1875,tt0049815,8294,39.0,[],charlesvidor gracekelly alecguinness louisjourdan
"Most Dangerous Game, The (1932)","['ernestb.schoedsack', 'irvingpichel']","['joelmccrea', 'faywray', 'lesliebanks']",3.40947,tt0023238,8295,220.0,"['survival', 'hunting', 'pg-13', 'original', 'blackandwhite', 'chase', 'adaptedfrom:book', 'good', 'talky', 'jungle']",ernestb.schoedsack irvingpichel joelmccrea faywray lesliebankssurvival hunting pg-13 original blackandwhite chase adaptedfrom:book good talky jungle
"Front Page, The (1931)",['lewismilestone'],"['adolphemenjou', ""pato'brien"", 'marybrien']",3.54867,tt0021890,8302,108.0,"['screwball', 'original', 'bankrobbery', 'islam', 'criterion', 'movielenstoppick', 'goldenpalm', 'oscar(bestsupportingactress)']",lewismilestone adolphemenjou pato'brien marybrienscrewball original bankrobbery islam criterion movielenstoppick goldenpalm oscar(bestsupportingactress)
Dolls (2002),['takeshikitano'],"['mihokanno', 'hidetoshinishijima', 'tatsuyamihashi']",3.8159,tt0330229,8327,468.0,"['bittersweet', 'obsession', 'original', 'goodsoundtrack', 'japan', 'japanese', 'art', 'weird', 'veryinteresting', 'dreams']",takeshikitano mihokanno hidetoshinishijima tatsuyamihashibittersweet obsession original goodsoundtrack japan japanese art weird veryinteresting dreams
